Cue,Answer,Shuffle,Stimuli Notes,Value,Rand
windshield,,1945,5.708333333,2945,0.584714095
wood,,1946,5.590909091,2956,0.526528339
cardigan,,1947,6.130434783,432,0.798376463
ladybug,,1948,4.875,1450,0.037104651
cob,,1949,4.636363636,582,0.371725658
hall,,1950,4.346153846,1219,0.79267533
biologist,,1951,4.48,219,0.95923704
egg,,1952,6.068965517,892,0.78590374
produce,,1953,5.565217391,2070,0.769192517
azalea,,1954,5.263157895,109,0.862356309
veil,,1955,5.727272727,2844,0.451453347
violin,,1956,6.043478261,2865,0.876428523
briefs,,1957,5.64,324,0.692208946
handlebar,,1958,5.384615385,1240,0.29730471
grandpa,,1959,5.76,1151,0.812350573
surfboard,,1960,5.916666667,2594,0.932427214
pallet,,1961,4.36,1853,0.880793692
afro,,1962,4.52,17,0.21185204
manicurist,,1963,4.916666667,1591,0.377173957
boardinghouse,,1964,4.565217391,254,0.484524633
earth,,1965,5.555555556,882,0.938265585
passionflower,,1966,4.782608696,1882,0.085226295
object,,1967,6.416666667,1797,0.220063812
fryer,,1968,5.541666667,1062,0.657996675
pedestrian,,1969,4.962962963,1902,0.61539173
sauerkraut,,1970,5.148148148,2250,0.911181688
apparatus,,1971,4.636363636,57,0.94258341
anvil,,1972,5.24,54,0.206360111
council,,1973,4.321428571,662,0.656204019
compasses,,1974,5.2,613,0.498350821
viola,,1975,4.458333333,2864,0.604296654
sherbet,,1976,5.916666667,2337,0.513692297
sledge,,1977,4.380952381,2407,0.047837836
ledger,,1978,4.583333333,1483,0.989077615
photocopy,,1979,4.260869565,1943,0.576049314
ballerina,,1980,4.695652174,129,0.859100962
leg,,1981,5.875,1486,0.661471965
cauldron,,1982,4.8,465,0.297205256
hairdo,,1983,5.08,1211,0.48706309
plexiglas,,1984,5.041666667,2006,0.424852806
crane,,1985,4.695652174,681,0.806513987
suds,,1986,4.652173913,2578,0.179184754
road,,1987,5.896551724,2176,0.214610967
nightclub,,1988,4.409090909,1768,0.999144795
spacesuit,,1989,4.814814815,2459,0.840285102
pizza,,1990,6.541666667,1982,0.113019029
magnolia,,1991,5.416666667,1573,0.321448476
street,,1992,4.708333333,2563,0.740081383
editor,,1993,4.5,889,0.360576131
female,,1994,5.689655172,960,0.268985457
peg,,1995,4.391304348,1908,0.186482345
doorstop,,1996,5.260869565,829,0.705561413
tableware,,1997,6.083333333,2620,0.484193956
shoulder,,1998,5.869565217,2362,0.605582564
tartar,,1999,4.48,2636,0.549182873
whiskey,,2000,6.08,2930,0.642694997
milk,,2001,5.956521739,1660,0.537528185
pennant,,2002,5.153846154,1916,0.413808656
volleyball,,2003,6.52,2873,0.85546806
chauffeur,,2004,4.84,498,0.951698933
footwear,,2005,6.434782609,1040,0.292834956
grater,,2006,4.92,1162,0.650765044
skeleton,,2007,4.347826087,2392,0.772068064
medics,,2008,4.28,1639,0.433953081
catalogue,,2009,5.916666667,456,0.739372902
shopkeeper,,2010,4.555555556,2353,0.457303608
questionnaire,,2011,4.461538462,2113,0.398995323
chisel,,2012,5.333333333,531,0.069548231
supper,,2013,5.2,2592,0.312553979
whistle,,2014,4.47826087,2932,0.42180029
sketchpad,,2015,5.36,2395,0.024242965
shipman,,2016,4.407407407,2344,0.005292281
wiring,,2017,4.428571429,2952,0.837825634
textile,,2018,4.964285714,2672,0.527774819
umbrella,,2019,6.4,2816,0.200181782
winch,,2020,5.045454545,2940,0.86917347
businessman,,2021,5.25,370,0.089892927
staircase,,2022,5.695652174,2500,0.073290028
slipknot,,2023,4.84,2416,0.917641539
chickenfeed,,2024,4.72,518,0.040830639
slacks,,2025,6.103448276,2404,0.852495011
zucchini,,2026,5.923076923,3000,0.986805745
ottoman,,2027,5.833333333,1826,0.037881735
bellman,,2028,4.32,199,0.245771883
stoneware,,2029,5.434782609,2546,0.497418797
pig,,2030,4.56,1955,0.159792263
stitching,,2031,4.444444444,2539,0.655086265
guy,,2032,5.84,1202,0.057966825
button,,2033,6.153846154,381,0.124075145
violinist,,2034,4.47826087,2866,0.784228985
primates,,2035,4.956521739,2064,0.991264711
dorm,,2036,4.32,830,0.263180029
servant,,2037,4.782608696,2313,0.645755241
nursery,,2038,4.875,1788,0.084612721
toothbrush,,2039,6.72,2732,0.483988167
teaspoon,,2040,4.76,2653,0.662535659
armoire,,2041,4.904761905,73,0.052185151
nightie,,2042,5.62962963,1771,0.901097667
snack,,2043,6.142857143,2425,0.564086134
kite,,2044,5.8,1427,0.898180033
cheekbone,,2045,4.88,504,0.553378119
phone,,2046,6.5,1940,0.865824601
firecracker,,2047,4.916666667,985,0.557520939
thimble,,2048,5.347826087,2681,0.809801416
rubbish,,2049,4.666666667,2201,0.65494414
crop,,2050,4.833333333,700,0.508408081
neckerchief,,2051,5.347826087,1740,0.029417573
lily,,2052,4.884615385,1510,0.933135702
cape,,2053,5.416666667,424,0.375751754
radiator,,2054,5.217391304,2121,0.849996905
farmhouse,,2055,5.068965517,949,0.607320841
candidate,,2056,4.739130435,409,0.163378695
mascara,,2057,5.703703704,1612,0.241914287
home,,2058,5.434782609,1299,0.801909438
medallion,,2059,5.541666667,1635,0.593281575
foot,,2060,6,1029,0.672429638
battery,,2061,4.8,172,0.309515417
brace,,2062,5.04,299,0.200654341
medicine,,2063,5.692307692,1638,0.021183078
moonshine,,2064,5.260869565,1682,0.261203355
bleach,,2065,5.32,234,0.58088773
bunk,,2066,4.260869565,360,0.933970977
cuff,,2067,5.333333333,724,0.92115639
masseur,,2068,5.6,1615,0.872292757
sponge,,2069,6.5,2480,0.696963991
cloth,,2070,5.961538462,568,0.069972611
greyhound,,2071,4.636363636,1174,0.388872083
boatman,,2072,4.76,257,0.334661511
bedpost,,2073,5.346153846,186,0.658960506
dumbwaiter,,2074,4.44,866,0.08191597
skullcap,,2075,4.962962963,2403,0.972296881
wall,,2076,4.68,2886,0.344868245
vibrator,,2077,6.464285714,2855,0.939566064
executioner,,2078,4.44,927,0.320419935
rib,,2079,5.92,2164,0.592595279
furnishings,,2080,6.166666667,1067,0.472021137
mitten,,2081,6.041666667,1671,0.614035394
goalkeeper,,2082,4.458333333,1120,0.82824965
sawdust,,2083,4.4,2254,0.49278594
match,,2084,4.565217391,1620,0.722618708
caterpillar,,2085,5.083333333,458,0.20144475
paddle,,2086,5.68,1842,0.603333314
passport,,2087,5,1883,0.971954656
democrat,,2088,4.416666667,771,0.02269308
camera,,2089,6.086956522,406,0.371696308
Microscope,,2090,5.721024259,1655,0.84908262
jockstrap,,2091,5.739130435,1387,0.194548827
cobblestone,,2092,5.086956522,583,0.77555436
bush,,2093,4.8,369,0.051668368
teakettle,,2094,6.125,2646,0.428684651
sawhorse,,2095,5.125,2255,0.661153782
eyeglasses,,2096,6.28,934,0.049875509
captain,,2097,4.913043478,427,0.964304761
mallet,,2098,5.56,1584,0.493050633
lobster,,2099,4.92,1534,0.919551161
daggers,,2100,4.75,748,0.051742591
ballot,,2101,4.434782609,132,0.3910168
hand,,2102,6.44,1228,0.867410908
headmistress,,2103,4.555555556,1268,0.98803072
villager,,2104,4.666666667,2859,0.175805876
terrace,,2105,4.454545455,2667,0.585068343
cloak,,2106,5.791666667,565,0.99956142
flannel,,2107,4.869565217,998,0.404615344
spine,,2108,4.8,2475,0.418522551
poop,,2109,5.88,2034,0.100175681
sprayer,,2110,4.96,2486,0.350230295
chef,,2111,4.64,509,0.592626509
spool,,2112,4.52173913,2481,0.12877922
gym,,2113,4.958333333,1203,0.984080005
face,,2114,5.857142857,940,0.969105757
weatherman,,2115,4.285714286,2916,0.731068251
turf,,2116,4.36,2800,0.899766043
mansion,,2117,4.52173913,1593,0.335417116
anchovy,,2118,4.428571429,40,0.863213524
photocopier,,2119,6.12,1942,0.45585981
orgy,,2120,4.782608696,1822,0.947032236
forest,,2121,4.6,1046,0.523691769
bagpipe,,2122,5.761904762,123,0.717683714
moss,,2123,4.565217391,1688,0.554631381
grapefruit,,2124,5.96,1157,0.442700746
beggar,,2125,4.28,195,0.757191442
domino,,2126,5.96,818,0.026300449
cantaloupe,,2127,5.666666667,418,0.928687207
timepiece,,2128,5.375,2700,0.460748803
conch,,2129,4.285714286,618,0.385191309
buttonhook,,2130,4.45,383,0.638440994
broomstick,,2131,6.043478261,333,0.967317025
blowpipe,,2132,5,247,0.145175803
water,,2133,6.192307692,2909,0.239991564
chocolate,,2134,6.307692308,532,0.180098543
planter,,2135,4.666666667,1991,0.251172579
dominoes,,2136,5.703703704,819,0.948825542
baseboard,,2137,5.375,158,0.760451443
chimney,,2138,4.730769231,524,0.827612939
padlock,,2139,6.08,1843,0.921068338
potty,,2140,5.037037037,2051,0.557763189
loaf,,2141,4.458333333,1531,0.764751323
crap,,2142,4.666666667,683,0.933085349
hood,,2143,5.44,1306,0.394785832
golf,,2144,4.76,1135,0.98411973
driver,,2145,4.565217391,850,0.360413629
clergyman,,2146,4.652173913,556,0.036767873
rosewater,,2147,5.25,2197,0.291182352
diagram,,2148,4.5,785,0.609789323
scissors,,2149,6.291666667,2276,0.878688896
manuscript,,2150,5.083333333,1599,0.686481546
cervix,,2151,4.739130435,483,0.988950735
raspberry,,2152,5.884615385,2138,0.02367768
hardcover,,2153,4.652173913,1248,0.184121522
councilman,,2154,4.869565217,663,0.103350125
thong,,2155,6.47826087,2682,0.549377412
chow,,2156,4.642857143,536,0.990644009
clothing,,2157,6.666666667,572,0.023111421
freezer,,2158,5.260869565,1055,0.56970001
jawbreaker,,2159,5.28,1377,0.362344371
deodorant,,2160,6.36,776,0.433006348
workshop,,2161,4.4,2974,0.546785915
crabgrass,,2162,4.956521739,675,0.663565061
limousine,,2163,5.565217391,1516,0.947758754
bib,,2164,5.375,207,0.565395768
vocalist,,2165,4.269230769,2871,0.707504471
amphetamine,,2166,4.291666667,36,0.54857398
helicopter,,2167,5.178571429,1277,0.947751408
rickshaw,,2168,4.304347826,2167,0.221833418
almanac,,2169,5.5,28,0.666785259
piss,,2170,4.769230769,1977,0.13547044
hostess,,2171,5.214285714,1321,0.515789223
handhold,,2172,5.045454545,1237,0.713136723
motor,,2173,4.92,1693,0.33347176
capsule,,2174,5.041666667,426,0.076246343
bricklayer,,2175,4.84,318,0.707773712
cacti,,2176,4.333333333,391,0.867235848
dipper,,2177,4.909090909,799,0.070788401
strawberry,,2178,6.357142857,2561,0.850935109
automotive,,2179,4.454545455,102,0.229106063
gunfighter,,2180,4.52,1199,0.730107583
soup,,2181,5.576923077,2454,0.187324566
monument,,2182,4.52,1681,0.293380141
jasmine,,2183,4.32,1374,0.974005731
shellfish,,2184,5.76,2334,0.351862554
chairperson,,2185,4.44,487,0.733956798
bed,,2186,6.36,184,0.759269489
gown,,2187,6.36,1142,0.095618757
iceboat,,2188,4.37037037,1345,0.789800247
trout,,2189,4.76,2784,0.725437417
macaroni,,2190,5.62962963,1562,0.154388539
duster,,2191,5.32,870,0.540412432
cheek,,2192,5.481481481,503,0.466114978
rowboat,,2193,5.375,2199,0.639573073
percolator,,2194,5.1,1925,0.076205439
stem,,2195,4.666666667,2519,0.277074795
abacus,,2196,4.666666667,1,0.978554844
worksheet,,2197,4.64,2973,0.229282276
medal,,2198,5.608695652,1634,0.505175159
underclothing,,2199,6.36,2820,0.609880623
lunchroom,,2200,4.565217391,1560,0.349440723
teacher,,2201,5.416666667,2643,0.920364233
engineer,,2202,5.379310345,909,0.072547136
coaster,,2203,5.333333333,580,0.279214396
shank,,2204,4.565217391,2322,0.815789164
salamander,,2205,4.714285714,2219,0.351363883
watchband,,2206,5.923076923,2906,0.234550569
gasket,,2207,4.846153846,1084,0.806099951
stage,,2208,4.875,2497,0.493538044
thumbtack,,2209,5.956521739,2690,0.376331066
electrician,,2210,4.625,897,0.709042729
lunch,,2211,6.043478261,1559,0.661057202
tablecloth,,2212,5.347826087,2617,0.377513472
tangerine,,2213,5.772727273,2630,0.543972497
stepbrother,,2214,4.88,2523,0.432309844
flaxseed,,2215,5.037037037,1005,0.127299168
ruler,,2216,5.25,2205,0.327897327
trench,,2217,4.285714286,2773,0.429448315
parchment,,2218,4.681818182,1874,0.222150473
eyewash,,2219,5.4,938,0.33352444
props,,2220,5.260869565,2077,0.973106218
laundry,,2221,6.208333333,1472,0.508175593
shinbone,,2222,4.826086957,2340,0.671887172
motorbike,,2223,6.347826087,1694,0.109641369
fudge,,2224,5.68,1063,0.411338697
moth,,2225,4.84,1690,0.901252834
mousetrap,,2226,4.916666667,1702,0.936232758
ingredients,,2227,4.958333333,1355,0.538356536
waxwork,,2228,4.3,2913,0.473545104
lice,,2229,5,1500,0.826783221
metalworker,,2230,4.8,1651,0.049536944
veterinarian,,2231,5.074074074,2854,0.887513868
anchor,,2232,5.739130435,39,0.311526843
quiche,,2233,5.727272727,2114,0.975786423
shotgun,,2234,5.826086957,2361,0.617642645
model,,2235,5.086956522,1674,0.968299986
primate,,2236,4.375,2063,0.094699967
cookhouse,,2237,4.423076923,632,0.061901317
denim,,2238,5.416666667,773,0.706684559
vehicle,,2239,6.173913043,2843,0.233798134
substance,,2240,4.47826087,2576,0.307850292
pottery,,2241,5.458333333,2050,0.992907528
wig,,2242,5.913043478,2935,0.377618938
kindle,,2243,4.4,1420,0.105302612
doornail,,2244,5.4,827,0.764994998
housefly,,2245,4.541666667,1330,0.698066411
cheddar,,2246,5.291666667,502,0.021707365
whisk,,2247,6,2927,0.826381818
rattle,,2248,4.409090909,2140,0.861575847
lavatory,,2249,5.620689655,1473,0.949063759
washboard,,2250,5.208333333,2896,0.808890696
skateboard,,2251,6.04,2390,0.920847169
stair,,2252,5.36,2499,0.309850735
spectacles,,2253,5.28,2466,0.053527354
automobile,,2254,5.64,101,0.74632475
underpants,,2255,6,2823,0.861875751
canine,,2256,5.375,414,0.839193135
creature,,2257,4.833333333,690,0.372337203
son,,2258,5.875,2451,0.868453032
thorn,,2259,4.925925926,2683,0.743618838
clipboard,,2260,5.652173913,561,0.161972474
puzzle,,2261,5.44,2108,0.857233776
bracelet,,2262,6.5,300,0.136544033
quilt,,2263,5.826086957,2116,0.420003395
furniture,,2264,6.56,1068,0.448220885
picture,,2265,5.32,1952,0.204872718
student,,2266,5.043478261,2573,0.755246441
suppository,,2267,5.782608696,2593,0.636691126
jelly,,2268,5.48,1381,0.741729058
instrument,,2269,5.739130435,1361,0.000322991
carton,,2270,5,443,0.638030942
archives,,2271,4.333333333,70,0.95890697
bodice,,2272,4.80952381,259,0.118554187
underbrush,,2273,4.5,2818,0.806274326
caramel,,2274,5.28,429,0.583260906
branch,,2275,4.821428571,303,0.423434619
faucet,,2276,5.869565217,952,0.411304413
slaw,,2277,4.8,2405,0.72669355
hairdresser,,2278,5.384615385,1212,0.12368717
ventilator,,2279,4.72,2848,0.88891481
pinewood,,2280,4.541666667,1973,0.317475374
clergy,,2281,4.48,555,0.878509037
ketchup,,2282,6.304347826,1408,0.69061795
jukebox,,2283,5.8,1394,0.361433356
thumbnail,,2284,4.88,2688,0.81261151
homemaker,,2285,5.285714286,1300,0.714048159
nail,,2286,5.541666667,1732,0.346092245
nun,,2287,4.666666667,1785,0.191118905
shingles,,2288,4.64,2342,0.135310454
baby,,2289,6.285714286,111,0.997127496
pigtail,,2290,4.958333333,1957,0.279996744
scallion,,2291,5.173913043,2260,0.870106883
mop,,2292,6.192307692,1683,0.558748995
costumer,,2293,4.434782609,658,0.301090223
bamboo,,2294,5.68,135,0.722244319
photograph,,2295,5.875,1944,0.499544897
iron,,2296,5.538461538,1368,0.150073096
bank,,2297,4.72,142,0.655859191
undercoat,,2298,4.772727273,2821,0.563133642
brisket,,2299,5.291666667,325,0.069506208
nameplate,,2300,4.84,1733,0.285294908
bookend,,2301,5.291666667,273,0.312975867
mouthwash,,2302,6.230769231,1707,0.741694171
pimento,,2303,4.769230769,1965,0.507057082
headset,,2304,6,1273,0.270544624
pumpkin,,2305,5.708333333,2098,0.556957008
crotch,,2306,5.6,708,0.201475129
portrait,,2307,4.272727273,2040,0.20237058
punchbowl,,2308,5.25,2099,0.856341144
foodstuff,,2309,4.846153846,1028,0.05515596
marksman,,2310,4.291666667,1609,0.795054583
kiss,,2311,4.571428571,1422,0.943335028
bookbinder,,2312,4.75,271,0.461851371
friend,,2313,5,1057,0.768934119
drawstring,,2314,5.28,842,0.923833407
silverware,,2315,6.24,2383,0.774426058
plantain,,2316,5.409090909,1990,0.820216404
bonnet,,2317,6.043478261,269,0.199553809
rug,,2318,6.173913043,2204,0.561473521
cop,,2319,4.458333333,635,0.734992749
gymnast,,2320,5,1205,0.491360586
pretzel,,2321,6.04,2061,0.687271848
sphincter,,2322,4.88,2469,0.005777489
turnstile,,2323,4.818181818,2803,0.709723973
bully,,2324,4.857142857,356,0.503281238
colleague,,2325,5.724137931,602,0.146664058
cigarette,,2326,6.272727273,543,0.024884146
garter,,2327,4.904761905,1083,0.246258385
mirror,,2328,6.086956522,1667,0.226109729
roadster,,2329,4.96,2177,0.847078991
windsock,,2330,4.391304348,2946,0.038283571
limeade,,2331,4.75,1513,0.129339551
dresser,,2332,5.04,844,0.671546339
ribbon,,2333,6.375,2165,0.050087732
mousse,,2334,5.260869565,1703,0.29265278
sugarcane,,2335,5.043478261,2581,0.24502885
butcher,,2336,4.739130435,373,0.369005695
tavern,,2337,4.36,2638,0.476901058
urn,,2338,4.791666667,2829,0.342669345
turkey,,2339,4.833333333,2801,0.26724413
goddaughter,,2340,5.04,1126,0.939122415
hedgehog,,2341,5.043478261,1275,0.684172196
laboratory,,2342,4.739130435,1443,0.615111828
barbecue,,2343,4.833333333,146,0.033897424
leggings,,2344,6.130434783,1487,0.513087252
priest,,2345,4.56,2062,0.932851877
peroxide,,2346,4.555555556,1928,0.322641679
dwelling,,2347,4.857142857,872,0.800363581
saw,,2348,4.76,2253,0.618102518
doorman,,2349,4.68,826,0.616558737
jewelry,,2350,6.576923077,1386,0.713923994
footpath,,2351,4.592592593,1037,0.252720376
Sleeve,,2352,5.798376184,2409,0.153703755
sandalwood,,2353,4.36,2232,0.705640103
lump,,2354,4.5,1558,0.915296396
velvet,,2355,4.916666667,2846,0.824771748
cheesecloth,,2356,5.52173913,508,0.430760063
sequin,,2357,4.923076923,2312,0.648605063
spider,,2358,5.32,2472,0.30204139
bag,,2359,6.038461538,121,0.897114607
torch,,2360,4.851851852,2737,0.49415984
peel,,2361,4.458333333,1905,0.459372387
knee,,2362,5.818181818,1433,0.735850028
playhouse,,2363,4.869565217,2001,0.157685511
cereal,,2364,5.958333333,481,0.539046967
tinsel,,2365,4.777777778,2705,0.329362384
deer,,2366,4.416666667,765,0.832559416
peach,,2367,5.88,1891,0.589067104
kitchenette,,2368,4.782608696,1426,0.182636876
dipstick,,2369,5.185185185,800,0.932121689
headgear,,2370,5.625,1266,0.922886061
fingernail,,2371,5.88,979,0.866083127
sausage,,2372,6.48,2252,0.068814903
crossbow,,2373,5.541666667,705,0.469963878
shelving,,2374,5.47826087,2336,0.767095655
mommy,,2375,5.434782609,1676,0.994613732
seashore,,2376,4.44,2299,0.201856393
jaguar,,2377,4.826086957,1371,0.843307196
pew,,2378,4.666666667,1936,0.793731691
musket,,2379,5.217391304,1725,0.299073222
gramophone,,2380,5.25,1144,0.567146337
hitchhiker,,2381,4.375,1293,0.820058564
morphine,,2382,5.32,1684,0.251276475
packet,,2383,4.52173913,1839,0.560424682
clothespin,,2384,5.12,571,0.678732729
emerald,,2385,4.833333333,902,0.718148566
globe,,2386,5.28,1116,0.217235145
environmentalist,,2387,4.482758621,915,0.0299571
coconut,,2388,5.64,590,0.991329841
knuckle,,2389,5.76,1439,0.938660692
tradesman,,2390,4.84,2754,0.00266527
firebox,,2391,4.363636364,984,0.331339408
ballplayer,,2392,4.56,133,0.759693243
uncle,,2393,5.392857143,2817,0.563820135
coat,,2394,6.565217391,581,0.594554122
herring,,2395,4.409090909,1283,0.337820384
beefsteak,,2396,5.227272727,191,0.035415229
mastiff,,2397,5,1617,0.239919217
basket,,2398,6.391304348,162,0.763494063
ore,,2399,4.375,1818,0.477769034
woodcarver,,2400,4.625,2958,0.972675411
hallway,,2401,4.708333333,1220,0.034623451
pants,,2402,6.333333333,1861,0.461762612
log,,2403,5.692307692,1541,0.650337737
adult,,2404,5.409090909,15,0.392224703
chiropractor,,2405,5.5,530,0.633975711
guardsman,,2406,4.481481481,1187,0.103524379
yachtsman,,2407,4.291666667,2988,0.399755711
syringes,,2408,5.541666667,2613,0.301019559
boots,,2409,6.434782609,284,0.89220166
pear,,2410,5.72,1895,0.068502572
meat,,2411,5.52173913,1633,0.124349073
footbridge,,2412,4.777777778,1034,0.3516224
shawl,,2413,5.76,2326,0.160575706
footman,,2414,4.782608696,1035,0.229509466
Mug,,2415,6.13900135,1713,0.461820366
fork,,2416,5.6,1047,0.704782944
children,,2417,5.52,522,0.395641564
cruiser,,2418,4.304347826,713,0.763245435
thesaurus,,2419,5.363636364,2679,0.750420114
blanket,,2420,6.56,232,0.58177062
weed,,2421,5.28,2918,0.919076736
jeans,,2422,6.44,1379,0.440126125
snow,,2423,5.538461538,2430,0.338309303
mouth,,2424,6.304347826,1705,0.312460657
beachwear,,2425,6.304347826,177,0.306278297
mouse,,2426,5.24,1701,0.088183346
dividers,,2427,4.384615385,806,0.255487869
desk,,2428,6.260869565,780,0.175575772
brushes,,2429,4.857142857,338,0.758301682
soybean,,2430,5.2,2458,0.784297086
backboard,,2431,4.565217391,112,0.288232898
Crab,,2432,4.889189189,674,0.893830777
slingshot,,2433,5.4,2414,0.097911449
sidecar,,2434,4.347826087,2376,0.56786032
eclair,,2435,6.166666667,886,0.376305071
teakwood,,2436,5.136363636,2647,0.381547921
card,,2437,5.56,430,0.002227114
petroleum,,2438,4.333333333,1934,0.18972014
announcer,,2439,4.296296296,44,0.293508408
buck,,2440,4.291666667,340,0.941213361
candlestick,,2441,6,411,0.314982696
blender,,2442,5.739130435,236,0.878994835
shrine,,2443,4.555555556,2367,0.930741572
cartridge,,2444,5.12,444,0.218092929
oven,,2445,5.923076923,1831,0.613415562
corduroy,,2446,5.041666667,641,0.863483233
burglar,,2447,4.260869565,366,0.636597323
tablet,,2448,6.517241379,2619,0.393271427
dumpling,,2449,4.826086957,867,0.576231689
soda,,2450,6.47826087,2442,0.228811069
buffet,,2451,5.409090909,346,0.793112316
peppermint,,2452,5.391304348,1923,0.275923071
mattress,,2453,6.72,1626,0.986617127
punter,,2454,4.464285714,2100,0.817623298
doorframe,,2455,5.086956522,823,0.680509669
saxophone,,2456,6.222222222,2257,0.438334646
arrowhead,,2457,4.44,77,0.878580468
socket,,2458,5.24,2440,0.765868539
net,,2459,5.208333333,1751,0.421115039
classmate,,2460,5.363636364,549,0.902201284
dachshund,,2461,5.125,743,0.091047338
meal,,2462,5.958333333,1632,0.954871342
sandwich,,2463,6.333333333,2238,0.934753006
thermos,,2464,5.518518519,2677,0.908657891
window,,2465,5.68,2942,0.261751152
nightgown,,2466,5.92,1770,0.910602856
greenback,,2467,4.904761905,1169,0.876784347
kebab,,2468,5.916666667,1402,0.726814942
publisher,,2469,4.44,2086,0.394936257
curd,,2470,4.875,729,0.353815
kin,,2471,4.47826087,1419,0.4340372
hickory,,2472,4.357142857,1286,0.382292447
paint,,2473,5.090909091,1847,0.094558685
asshole,,2474,4.5,90,0.423065818
mountain,,2475,4.307692308,1699,0.218032509
tourist,,2476,5,2744,0.891249972
submarine,,2477,4.826086957,2575,0.070245773
gardenia,,2478,4.476190476,1078,0.541165796
juror,,2479,4.782608696,1398,0.986222376
smooch,,2480,4.32,2422,0.467075011
floss,,2481,5.166666667,1012,0.408908776
grill,,2482,5.72,1176,0.714189519
prune,,2483,5.074074074,2083,0.178062808
lawn,,2484,5.695652174,1474,0.325629192
roosters,,2485,4.6,2190,0.895074311
nylon,,2486,4.928571429,1794,0.452621743
sandpaper,,2487,5.913043478,2237,0.374386596
homework,,2488,5.32,1301,0.932101775
syringe,,2489,5.535714286,2612,0.879060654
pitchfork,,2490,5.681818182,1981,0.189208838
flycatcher,,2491,5.375,1020,0.717036462
lever,,2492,5.038461538,1498,0.735422312
ecologist,,2493,4.458333333,887,0.370586112
toothpick,,2494,6.375,2734,0.454218489
earthworm,,2495,4.916666667,883,0.28261322
spade,,2496,4.4,2460,0.413437675
drum,,2497,5.8,854,0.896443276
coffin,,2498,5.52,594,0.959219252
chain,,2499,5.958333333,484,0.692046869
virgin,,2500,4.448275862,2867,0.256632601
whirlpool,,2501,4.565217391,2926,0.806493724
file,,2502,5.041666667,974,0.376378631
bait,,2503,4.375,125,0.805576651
storehouse,,2504,4.5,2551,0.542917048
strudel,,2505,5.666666667,2572,0.141914564
drapery,,2506,4.68,838,0.014862316
shamrock,,2507,4.5,2321,0.881236324
woodpile,,2508,5,2962,0.539971899
men,,2509,5.72,1644,0.146823724
insole,,2510,4.454545455,1358,0.030018576
foliage,,2511,4.6,1025,0.540952756
grocery,,2512,5.068965517,1179,0.868982261
hatchback,,2513,4.818181818,1260,0.956452001
lamplighter,,2514,4.263157895,1457,0.501380127
lamp,,2515,6.083333333,1455,0.851826569
plank,,2516,4.92,1987,0.104474765
feather,,2517,5.260869565,956,0.408799734
board,,2518,4.48,253,0.78576646
microwave,,2519,5.28,1656,0.580288811
lifeguard,,2520,4.96,1506,0.061995952
dip,,2521,4.535714286,797,0.689764918
nose,,2522,6,1779,0.98457152
testicle,,2523,6.24,2671,0.243957279
yolk,,2524,4.875,2995,0.081645283
oar,,2525,5.307692308,1795,0.34140051
handcart,,2526,5.6,1233,0.651137703
midshipman,,2527,4.352941176,1658,0.807658991
bicycle,,2528,6.08,210,0.857636588
orthodontist,,2529,4.916666667,1825,0.899112697
teacup,,2530,6.347826087,2644,0.6727913
granite,,2531,4.666666667,1154,0.989911124
sunglasses,,2532,6.458333333,2588,0.472353327
applicator,,2533,5.185185185,63,0.334631736
paperweight,,2534,5.291666667,1865,0.336970694
insulin,,2535,4.625,1362,0.734502618
tea,,2536,6.153846154,2641,0.446734318
bisque,,2537,4.28,225,0.494817881
tong,,2538,5.227272727,2726,0.090482706
cottage,,2539,4.52173913,659,0.416389092
wristwatch,,2540,6.5,2985,0.348331665
catsup,,2541,5.074074074,462,0.129266936
scalp,,2542,5.25,2262,0.953953631
turtle,,2543,4.821428571,2805,0.89144619
drink,,2544,6.074074074,849,0.895805443
hookah,,2545,6.25,1308,0.286515665
dermatologist,,2546,4.92,777,0.499556117
liverwurst,,2547,4.708333333,1527,0.40114849
root,,2548,4.583333333,2191,0.967674128
mud,,2549,5.56,1710,0.710648371
tire,,2550,5.291666667,2706,0.183823374
tumbler,,2551,5.136363636,2795,0.141279903
tapioca,,2552,4.454545455,2634,0.115954063
snowman,,2553,4.916666667,2435,0.482927272
fillet,,2554,4.32,975,0.568599469
sapling,,2555,4.304347826,2240,0.250725874
gumbo,,2556,4.619047619,1196,0.729479921
periscope,,2557,4.653846154,1927,0.675369734
soldier,,2558,4.56,2446,0.86588521
football,,2559,6.12,1030,0.080825833
plaything,,2560,4.92,2004,0.817850605
toastmaster,,2561,4.652173913,2711,0.107891275
searchlight,,2562,4.391304348,2298,0.037391814
chip,,2563,5.181818182,529,0.412239971
gravestone,,2564,4.875,1165,0.794571203
wrench,,2565,6.181818182,2980,0.24871765
boutique,,2566,4.692307692,291,0.165579657
crate,,2567,5.304347826,684,0.563224365
alcohol,,2568,5.833333333,24,0.898153716
barn,,2569,5.173913043,151,0.640296551
navel,,2570,5,1737,0.204591402
taxpayer,,2571,4.583333333,2640,0.602654368
pug,,2572,5.965517241,2090,0.401662633
wax,,2573,5.291666667,2912,0.507985351
riverboat,,2574,5.52,2174,0.65255078
cryptographer,,2575,4.583333333,719,0.320828154
forearm,,2576,5.782608696,1043,0.774176609
rainfall,,2577,4.88,2132,0.072471926
